"postnummer","week","postnummer_first_2","population","positivity_1w","adult_pop","cases_per_capita_2w5","test_per_capita_1w5","longitude","latitude"
"74563","32","74XXX","1234","","996.999939","","300.9027405","17.05882899","59.63481241"
"74569","32","74XXX","197","","150","","","17.09637832","59.64834347"
"74571","32","74XXX","972","","761","","394.2181396","16.94361391","59.62659032"
"74592","32","74XXX","664","","555","","1081.081055","16.99741194","59.55203029"
"74593","32","74XXX","742","","554","","361.0108337","17.01177107","59.58937362"
"74594","32","74XXX","997","","818","","611.2469482","16.95939843","59.63432097"
"74595","32","74XXX","1160","","971","","823.8928833","16.95751002","59.6867745"
"74596","32","74XXX","1135","","938","","639.6588745","17.12549706","59.69705048"
"74597","32","74XXX","895","","722","","277.0083008","17.18765816","59.58072175"
"74598","32","74XXX","634","","531","","0","17.13837612","59.55641757"
"74599","32","74XXX","787","","667","","749.6251831","17.3503491","59.48363665"
"74631","32","74XXX","1538","","1268","","236.5930634","17.54509872","59.55511311"
"74632","32","74XXX","1509","","1204","","664.4518433","17.52936376","59.56403432"
"74633","32","74XXX","2516","","2180","","412.8440247","17.51913184","59.57095004"
"74634","32","74XXX","1166","","959","","521.3764038","17.49739301","59.57789945"
"74635","32","74XXX","994","","775","","129.0322571","17.51075756","59.56576163"
"74636","32","74XXX","884","","749","","400.5340576","17.52075079","59.55748264"
"74637","32","74XXX","1824","","1266","","315.95578","17.51616179","59.54589119"
"74638","32","74XXX","1030","","799","","250.3128967","17.50394364","59.55877125"
"74639","32","74XXX","1097","","834","","359.7122192","17.49735127","59.56709002"
"74641","32","74XXX","1205","","873.999939","","457.6659241","17.48157238","59.57053916"
"74651","32","74XXX","1278","","1053","","284.9002991","17.5345825","59.57376344"
"74652","32","74XXX","819","","662","","302.1148071","17.50690906","59.58282182"
"74691","32","74XXX","1273","","1015.000061","","394.0886536","17.46322232","59.54351712"
"74692","32","74XXX","270","","216","","0","17.50269135","59.59515953"
"74693","32","74XXX","1636","","1346","","148.5884094","17.44730116","59.62259794"
"74694","32","74XXX","475","","396.0000305","","252.525238","17.54312535","59.66088959"
"74695","32","74XXX","1078","","814","","122.8501205","17.60704361","59.67900618"
"74696","32","74XXX","1260","","1017","","196.6568298","17.58548533","59.71132841"
"74730","32","74XXX","817","","669","","747.3841553","18.09186793","60.06217375"
"74731","32","74XXX","840","","674","","1186.943604","18.08417996","60.07068058"
"74732","32","74XXX","845","","627","","478.4689026","18.07427488","60.07231477"
"74740","32","74XXX","501","","410","","1463.414673","18.16607981","60.16620476"
"74741","32","74XXX","522","","422","","473.9336548","18.18492756","60.16652621"
"74742","32","74XXX","509","","431","","1160.092773","18.19020659","60.17808874"
"74743","32","74XXX","585","","474","","0","18.1780882","60.17268756"
"74744","32","74XXX","616","","521","","383.8771667","18.17486174","60.17889061"
"74791","32","74XXX","1644","","1330","","676.6917114","18.06973847","60.08739331"
"74792","32","74XXX","502","","412.9999695","","0","18.24804152","60.07857884"
"74793","32","74XXX","824","","669","","298.9536743","18.08493681","60.00406492"
"74794","32","74XXX","964","","768","","390.625","17.93175735","60.02759546"
"74795","32","74XXX","613","","505","","198.0198059","18.15322495","60.19599317"
"74830","32","74XXX","678","","569","","527.2407837","17.8649387","60.2010601"
"74831","32","74XXX","959","","822","","851.5814819","17.89193144","60.19451359"
"74832","32","74XXX","937","","756","","264.5502625","17.94134236","60.19951162"
"74840","32","74XXX","723","","544","","367.6470642","17.69664724","60.22201497"
"74841","32","74XXX","622","","530","","754.71698","17.69984139","60.22832825"
"74842","32","74XXX","705","","613","","326.2642822","17.71058538","60.23060966"
"74850","32","74XXX","575","","481.0000305","","1039.500977","17.65797684","60.26134032"
"74891","32","74XXX","423","","353","","0","17.95063856","60.14614304"
"74892","32","74XXX","607","","511","","782.7788696","17.95852608","60.27387821"
"74893","32","74XXX","344","","281","","0","17.80296063","60.17531577"
"74894","32","74XXX","725","","572","","174.8251801","17.68842283","60.17559663"
"74895","32","74XXX","715","","595","","840.3361206","17.59045081","60.17977949"
"74896","32","74XXX","449","","362","","0","17.68336211","60.27257736"
"74935","32","74XXX","814","","783","","255.4278412","17.08103087","59.63002224"
"74940","32","74XXX","43","","37","","","17.13585683","59.64351046"
"74941","32","74XXX","1367","","1135","","616.7401123","17.10471953","59.64735883"
"74942","32","74XXX","1733","","1342","","372.5782471","17.11449532","59.63772034"
"74943","32","74XXX","122","","110","","","17.10738846","59.63603553"
"74944","32","74XXX","1688","","1277","","626.4682617","17.12020028","59.62657756"
"74945","32","74XXX","1819","0","1440","0","694.444458","17.10576136","59.62769068"
"74946","32","74XXX","199","","128","","","17.1344251","59.63588506"
"74948","32","74XXX","1564","","1165","","600.8583984","17.07690274","59.60007735"
"74949","32","74XXX","1325","","1203","","498.7531128","17.08995464","59.63435796"
"74950","32","74XXX","844","","688","","726.7442017","17.33343017","59.65217037"
"74951","32","74XXX","1562","","1273","","314.2183838","17.29665572","59.60018995"
"74952","32","74XXX","1057","","815","","368.0981445","17.25679504","59.62583714"
"74959","32","74XXX","694","0","460","0","2173.913086","17.08660786","59.63548511"
"74960","32","74XXX","779","","623","","642.0545654","17.30577091","59.73082954"
"74961","32","74XXX","1157","","860","","348.8372192","17.32080365","59.7407323"
"74962","32","74XXX","980","","826","","484.2615051","17.41190037","59.7045454"
"74963","32","74XXX","1457","","1208","","248.3443756","17.24418078","59.75935025"
"74970","32","74XXX","977","","763","","1179.554443","16.9262214","59.77743925"
"74971","32","74XXX","898","","761","","262.8121033","16.87017344","59.79381968"
"74972","32","74XXX","1253","","1029","","291.5451965","17.05498388","59.7948285"
"75217","32","75XXX","1293","","1093","","823.4217529","17.6235846","59.86765445"
"75218","32","75XXX","657","","563","","1243.339233","17.61214097","59.86560427"
"75219","32","75XXX","259","","221","","0","17.60997596","59.86681473"
"75220","32","75XXX","1700","0.25","1346","222.8826141","891.5304565","17.61388349","59.86891333"
"75221","32","75XXX","2249","0.1428571492","1747","114.4819717","801.3737793","17.60512347","59.86635135"
"75222","32","75XXX","284","","254.9999847","","392.1568909","17.62542619","59.8656378"
"75223","32","75XXX","484","","455","","219.7802124","17.62447254","59.8640558"
"75224","32","75XXX","953","","851","","352.5264282","17.61851958","59.86111218"
"75225","32","75XXX","913","","820.000061","","121.95121","17.62653815","59.86415717"
"75226","32","75XXX","936","","861.999939","","812.0650024","17.6217457","59.86329677"
"75227","32","75XXX","784","","700","","285.7142944","17.619772","59.86444915"
"75228","32","75XXX","1111","","965.000061","","310.8807983","17.59773246","59.87340624"
"75229","32","75XXX","1400","0","1225","0","897.9591675","17.60967314","59.86329577"
"75230","32","75XXX","1186","","1011","","395.6478882","17.60229236","59.86188744"
"75231","32","75XXX","1616","","1374","","218.3406067","17.60325021","59.85690441"
"75232","32","75XXX","815","","799","","625.7822266","17.61758772","59.85710018"
"75233","32","75XXX","809","","795","","628.9308472","17.61935601","59.85588599"
"75234","32","75XXX","1048","","1033","","677.6379395","17.61353432","59.85357179"
"75235","32","75XXX","557","","554","","722.0216675","17.6177014","59.85932091"
"75236","32","75XXX","613","","528","","568.1818237","17.62501437","59.84665633"
"75237","32","75XXX","2161","0","1922","0","624.3496094","17.63915859","59.84392244"
"75238","32","75XXX","700","","632","","158.2278442","17.61865544","59.85244122"
"75239","32","75XXX","1784","","1513.000122","","198.2815399","17.61600172","59.84563144"
"75240","32","75XXX","1313","","1179","","593.7235107","17.61279723","59.84274155"
"75241","32","75XXX","1087","","905","","662.9833984","17.60772371","59.84236794"
"75242","32","75XXX","1154","0","1018","0","982.3182983","17.59893634","59.84176134"
"75243","32","75XXX","1077","","941.000061","","531.3496094","17.59920267","59.83974091"
"75244","32","75XXX","848","","748","","401.069519","17.60128038","59.83336577"
"75257","32","75XXX","567","","518","","965.2509766","17.63194677","59.83628074"
"75258","32","75XXX","452","","428","","467.2897339","17.60637382","59.83667849"
"75260","32","75XXX","1914","","1524","","328.0839844","17.57700235","59.85642908"
"75261","32","75XXX","916","","915.999939","","109.170311","17.5897143","59.85020337"
"75262","32","75XXX","1107","","1023","","97.75170898","17.59435642","59.84962083"
"75263","32","75XXX","1834","","1499","","600.4002686","17.57702813","59.83422251"
"75264","32","75XXX","1359","","1140","","789.4736938","17.60869814","59.8520966"
"75266","32","75XXX","1144","","913","","547.6451416","17.56511537","59.85188474"
"75267","32","75XXX","1966","0","1492","0","871.3136597","17.55563286","59.85421055"
"75268","32","75XXX","386","","258","","775.1937866","17.55270083","59.8488704"
"75269","32","75XXX","857","","592","","168.9189148","17.55916011","59.8523154"
"75271","32","75XXX","418","","415","","722.8915405","17.60023817","59.85367625"
"75272","32","75XXX","974","","909","","440.0440063","17.59001617","59.85160814"
"75273","32","75XXX","1018","","941","","956.4293213","17.59111807","59.84784243"
"75308","32","75XXX","963","","800.000061","","499.9999695","17.64955605","59.85209854"
"75309","32","75XXX","582","","556","","179.8561096","17.64317631","59.84976196"
"75310","32","75XXX","562","","506","","0","17.63141077","59.85701127"
"75311","32","75XXX","567","","538","","371.7472229","17.63059732","59.86047312"
"75312","32","75XXX","1157","0","1074","0","931.0986938","17.625096","59.85859537"
"75313","32","75XXX","908","","856","","116.8224335","17.62256681","59.86043757"
"75314","32","75XXX","841","","807","","495.6629639","17.62706205","59.862056"
"75315","32","75XXX","830","","785","","509.5541382","17.62903267","59.86319514"
"75316","32","75XXX","906","","824","","364.0776672","17.63297681","59.86387072"
"75317","32","75XXX","1415","","1208","","0","17.65333284","59.85052606"
"75318","32","75XXX","3162","0","2585","116.0541611","618.9555054","17.65729724","59.8473465"
"75319","32","75XXX","842","","789","","0","17.65012393","59.85627383"
"75320","32","75XXX","1023","","917","","654.3074951","17.6401453","59.8588156"
"75321","32","75XXX","747","","677","","295.42099","17.64563092","59.85832256"
"75322","32","75XXX","1121","","1047","","382.0439453","17.64318325","59.85505731"
"75323","32","75XXX","54","","54","","","17.67486424","59.8444108"
"75324","32","75XXX","1928","","1607","","311.1387634","17.66558696","59.86004373"
"75325","32","75XXX","871","","799.000061","","375.4692993","17.65467145","59.86061877"
"75326","32","75XXX","956","","864","","347.222229","17.65498773","59.8587529"
"75327","32","75XXX","1367","","1265","","632.4110718","17.65167391","59.86183456"
"75328","32","75XXX","1478","","1271","","393.3910217","17.65754725","59.86548794"
"75329","32","75XXX","2170","0.08333333582","1952","51.22950745","614.7540894","17.64591112","59.86513437"
"75330","32","75XXX","1452","0.07692307979","1335","74.90636444","973.7827759","17.64272555","59.86472755"
"75331","32","75XXX","1546","","1437","","208.7682648","17.63955129","59.86352306"
"75332","32","75XXX","932","0","870","114.9425278","2183.907959","17.63346815","59.86336802"
"75333","32","75XXX","1660","","1453","","619.4081421","17.61648818","59.87262115"
"75334","32","75XXX","2177","0.1538461596","1822","109.7694855","713.5016479","17.63031723","59.87551847"
"75335","32","75XXX","1641","","1433","","348.9183655","17.62433817","59.87532084"
"75336","32","75XXX","1381","","1249","","640.5123901","17.61760311","59.87502727"
"75337","32","75XXX","2023","","1651","","302.8467712","17.61001666","59.88217225"
"75340","32","75XXX","355","","298","","1006.711426","17.6505198","59.85758296"
"75341","32","75XXX","706","","685","","875.9124146","17.65915037","59.85096054"
"75342","32","75XXX","435","","398","","1005.025146","17.6511908","59.84753697"
"75418","32","75XXX","1436","","1156","","605.5363159","17.63758537","59.87026472"
"75419","32","75XXX","245","","202","","495.0494995","17.63727685","59.87486092"
"75420","32","75XXX","1617","0","1331","0","1126.972168","17.65410721","59.86715261"
"75421","32","75XXX","1753","0.2142857164","1349.999878","222.2222443","1037.037109","17.65044329","59.86910723"
"75422","32","75XXX","2129","","1929","","362.8823242","17.64646488","59.87085809"
"75423","32","75XXX","2044","0.09090909362","1793.999878","111.4827271","613.1550293","17.63937243","59.86757436"
"75424","32","75XXX","1521","","1393","","287.1500244","17.64470419","59.87364092"
"75425","32","75XXX","764","","703","","426.7425232","17.64136698","59.87321099"
"75426","32","75XXX","2264","0.07692307979","1885","53.05039978","689.6551514","17.65287328","59.87773681"
"75427","32","75XXX","1275","","1107","","632.3396606","17.64574678","59.87697749"
"75428","32","75XXX","1338","","1127","","709.8491821","17.64485241","59.8813391"
"75429","32","75XXX","1882","0","1547","64.64124298","711.0536499","17.66000777","59.8751731"
"75430","32","75XXX","2849","","2030","","295.5664978","17.65797049","59.87585592"
"75431","32","75XXX","2697","0","2271","0","528.4016113","17.663383","59.87176285"
"75432","32","75XXX","1552","0","1421","0","703.7297974","17.66928037","59.87388612"
"75433","32","75XXX","1802","0","1615","123.8390121","619.1950684","17.67584743","59.87162011"
"75434","32","75XXX","1971","0","1778","0","1181.102417","17.66810409","59.86808225"
"75435","32","75XXX","1362","","1241","","322.3207092","17.67018734","59.86409751"
"75436","32","75XXX","1724","","1506","","464.8074341","17.67492974","59.8664986"
"75437","32","75XXX","1921","","1679","","536.0333252","17.6786725","59.86096948"
"75439","32","75XXX","1128","","904","","663.7167969","17.63943445","59.8842344"
"75440","32","75XXX","1989","","1577.999878","","570.3422241","17.63395706","59.89225674"
"75441","32","75XXX","1938","","1669.999878","","538.9221802","17.64864215","59.88692584"
"75442","32","75XXX","1471","","1241","","241.7405243","17.65512733","59.88787549"
"75443","32","75XXX","439","","260","","769.2307739","17.65281741","59.89291318"
"75444","32","75XXX","1272","0.200000003","992","201.6128998","1008.064514","17.67898513","59.86982299"
"75445","32","75XXX","805","","666","","600.6005859","17.68272426","59.87883018"
"75446","32","75XXX","1342","","1221","","737.100708","17.68334784","59.86907846"
"75447","32","75XXX","1507","","1276","","470.2194214","17.68919821","59.87013381"
"75448","32","75XXX","1743","0","1409","0","780.6955566","17.69188867","59.86422817"
"75449","32","75XXX","1559","","1278","","469.4835815","17.69792443","59.86712873"
"75450","32","75XXX","9","","9","","","17.70120178","59.85410573"
"75452","32","75XXX","1235","","959.000061","","312.8258362","17.70854392","59.86247096"
"75453","32","75XXX","409","","316","","316.4556885","17.70600946","59.85778833"
"75454","32","75XXX","68","","54","","","17.72250485","59.8474593"
"75471","32","75XXX","1873","","1051","","190.2949524","17.74448606","59.90777257"
"75550","32","75XXX","1040","","815","","736.1962891","17.58187598","59.95749534"
"75591","32","75XXX","4006","0","3031","32.99241257","527.8786011","17.50497866","59.77890813"
"75592","32","75XXX","1861","","1512","","198.4127045","17.46518253","59.89397349"
"75593","32","75XXX","966","","678","","0","17.57859542","59.93957191"
"75594","32","75XXX","2100","","1568.999878","","191.2046051","17.68969356","59.90736507"
"75595","32","75XXX","614","","478","","418.4100342","17.84191358","60.00946979"
"75596","32","75XXX","2272","","1796","","222.7171478","17.8598883","59.93341295"
"75597","32","75XXX","2690","0","2063","0","727.0964355","17.85441501","59.85284522"
"75598","32","75XXX","2021","","1560","","448.7179565","17.72393573","59.79535879"
"75642","32","75XXX","304","","275","","363.6363525","17.63931235","59.80806766"
"75643","32","75XXX","1593","","1323","","151.1715851","17.65195741","59.83259952"
"75644","32","75XXX","2315","0.1000000015","2005","49.87531281","498.7531128","17.63315491","59.83167512"
"75645","32","75XXX","2255","","1838","","272.0348206","17.61766052","59.83059222"
"75646","32","75XXX","2177","","1704.999878","","175.9530945","17.61316839","59.82074021"
"75647","32","75XXX","1798","","1414","","353.606781","17.63320023","59.82003215"
"75648","32","75XXX","2605","","1922","","364.203949","17.62577107","59.81485457"
"75649","32","75XXX","1691","","1332","","300.300293","17.62158712","59.81065107"
"75650","32","75XXX","1558","0","1319","0","985.5951538","17.63067944","59.80891915"
"75651","32","75XXX","1417","","1174","","340.7155151","17.65870148","59.81395271"
"75652","32","75XXX","2317","","1835","","490.4632263","17.64722958","59.79810809"
"75653","32","75XXX","2693","0","2080","48.07692337","576.9230957","17.64141491","59.78779609"
"75654","32","75XXX","1970","","1529","","327.0111084","17.63289803","59.80310695"
"75655","32","75XXX","1757","","1413.999878","","424.328186","17.61801712","59.79793124"
"75656","32","75XXX","825","","684","","1169.590698","17.62120372","59.81853335"
"75657","32","75XXX","1862","","1343","","670.1414795","17.6174062","59.81286597"
"75658","32","75XXX","1644","","1271","","236.0346222","17.62418718","59.80640709"
"75659","32","75XXX","1095","","750","","266.6666565","17.64455523","59.81364491"
"75752","32","75XXX","1362","","969","","0","17.69073885","59.82390291"
"75753","32","75XXX","83","","74","","","17.68966364","59.83050216"
"75754","32","75XXX","1659","","1305","","153.2566986","17.69954956","59.80973134"
"75755","32","75XXX","2522","","2042","","391.7727661","17.70251007","59.8142128"
"75756","32","75XXX","1399","","1108","","722.0216675","17.71239587","59.81638229"
"75757","32","75XXX","1590","","1226","","326.2642822","17.68836501","59.81707948"
"75758","32","75XXX","1124","","942","","849.256897","17.69281513","59.80558407"
"75759","32","75XXX","254","","185.9999847","","1075.268921","17.68507546","59.80789723"
"81430","32","81XXX","1060","0","865","0","1156.069336","17.40642085","60.62514475"
"81431","32","81XXX","1201","","991.999939","","907.2581177","17.45724267","60.66621409"
"81432","32","81XXX","1084","0","889","0","1349.831299","17.41202959","60.64328607"
"81440","32","81XXX","1273","","1057","","473.0368958","17.40737731","60.61225676"
"81441","32","81XXX","806","0","678","0","1622.418823","17.42965646","60.615139"
"81442","32","81XXX","328","","250.0000153","","799.999939","17.39369895","60.63950054"
"81470","32","81XXX","1450","0","1192","0","838.9261475","17.47360599","60.56297587"
"81492","32","81XXX","349","","281","","711.7437744","17.40466384","60.67029936"
"81493","32","81XXX","841","","737","","1085.481689","17.55794275","60.62797861"
"81494","32","81XXX","559","","449","","0","17.37020734","60.56078423"
"81495","32","81XXX","574","","478","","627.6150513","17.46394986","60.50013556"
"81536","32","81XXX","1439","","1108","","451.2635498","17.50593864","60.34243068"
"81537","32","81XXX","559","","442","","678.7330322","17.51389009","60.33463485"
"81538","32","81XXX","1295","","1158","","431.7789307","17.5098969","60.34500545"
"81540","32","81XXX","556","","462","","1082.251099","17.49971396","60.35273029"
"81541","32","81XXX","554","0","478","0","2092.050293","17.52609749","60.34445499"
"81544","32","81XXX","758","","623","","481.5409241","17.51361804","60.35806359"
"81545","32","81XXX","915","","751","","532.6231689","17.5337029","60.35318889"
"81569","32","81XXX","662","","524","","190.8396912","17.46485735","60.22671794"
"81575","32","81XXX","867","","728","","686.8131714","17.23450482","60.39912877"
"81576","32","81XXX","895","","705","","567.3759155","17.23840601","60.3862547"
"81591","32","81XXX","1454","","1194","","670.0167236","17.37954231","60.31075005"
"81592","32","81XXX","604","","492","","406.5040588","17.6007301","60.34888973"
"81593","32","81XXX","622","","503","","198.8071594","17.36058449","60.42787094"
"81595","32","81XXX","330","","262","","0","17.42952692","60.20010382"
"81596","32","81XXX","221","","180","","555.555542","17.56253954","60.40954922"
"81930","32","81XXX","747","","615","","162.6016235","17.75837043","60.47140165"
"81940","32","81XXX","963","","804","","0","17.63405079","60.53013831"
"81961","32","81XXX","741","","644","","155.2795105","17.75123606","60.44926277"
"81962","32","81XXX","639","","541","","369.6857605","17.61908792","60.53844207"
"81963","32","81XXX","253","","228","","0","17.79013638","60.56888401"
"81964","32","81XXX","448","","407","","1228.501221","18.02186342","60.57299113"
"81965","32","81XXX","332","","305","","0","18.06420745","60.48774886"
"81966","32","81XXX","329","","297","","0","17.92721942","60.38095932"
"73392","32","73XXX","919","","748","","","16.73852648","59.9107811"
"74171","32","74XXX","3","","3","","","17.80284724","59.74367002"
"74494","32","74XXX","86","","77","","","16.95273418","59.9331729"
"74537","32","74XXX","22","","19","","","17.08344226","59.65307921"
"74630","32","74XXX","3","","3","","","17.53353827","59.55046916"
"74640","32","74XXX","3","","3","","","17.49097677","59.57705589"
"74650","32","74XXX","35","","32","","","17.5593514","59.56012283"
"75265","32","75XXX","198","","159","","","17.56992465","59.84547921"
"75460","32","75XXX","0","","","","","17.66596123","59.88261858"
"81594","32","81XXX","238","","219","","","17.5855536","60.4497307"
"74010","33","74XXX","2901","","2353","","339.9914856","18.08304288","59.89219848"
"74011","33","74XXX","727","","590","","338.9830627","17.96635477","59.87174772"
"74012","33","74XXX","1664","0","1376","0","872.0930176","18.30417364","59.94773109"
"74020","33","74XXX","3287","0.07692307979","2558","39.09304047","508.2095337","17.34130813","59.8507134"
"74045","33","74XXX","2117","","1795","","278.5515442","16.92600643","60.16589491"
"74046","33","74XXX","3057","0","2547","0","588.9281616","17.19318811","60.20963638"
"74047","33","74XXX","1441","","1196","","501.6722412","17.20174179","60.08593671"
"74130","33","74XXX","832","","684.999939","","583.9416504","17.78136519","59.72350065"
"74131","33","74XXX","1128","","840","","714.2857056","17.76793632","59.72481322"
"74139","33","74XXX","569","","522","","1724.137939","17.78794771","59.72929068"
"74140","33","74XXX","720","","618","","647.2492065","17.79047389","59.72444803"
"74141","33","74XXX","1379","","1057","","378.4295044","17.78842418","59.73321831"
"74142","33","74XXX","2091","","1582.000122","","442.4778442","17.80651787","59.73169035"
"74143","33","74XXX","1251","","1009.000061","","594.6481323","17.79750397","59.72101846"
"74144","33","74XXX","463","","357","","280.11203","17.81070926","59.71896969"
"74145","33","74XXX","1256","","795","","1006.289307","17.78672458","59.74920996"
"74146","33","74XXX","1539","0.09090909362","1020","98.03921509","1078.431396","17.78129367","59.75515922"
"74147","33","74XXX","1239","","810","","370.3703613","17.77407803","59.76056245"
"74191","33","74XXX","1007","","794","","251.8891754","17.70766135","59.70179218"
"74192","33","74XXX","1525","","1132","","441.696106","17.74160712","59.74819281"
"74194","33","74XXX","709","","558","","179.2114716","17.89722024","59.75721866"
"74195","33","74XXX","1123","","933","","428.7245483","18.01979215","59.76282003"
"74231","33","74XXX","958","0","914","0","1094.091919","18.37878711","60.26207654"
"74232","33","74XXX","694","","571","","1050.788086","18.3691663","60.25306505"
"74233","33","74XXX","439","","377","","265.2519836","18.36798239","60.26550189"
"74234","33","74XXX","1041","","847","","590.3187866","18.35446665","60.25558102"
"74235","33","74XXX","779","","620","","161.290329","18.35632948","60.26472666"
"74236","33","74XXX","815","","668","","449.1018066","18.38931441","60.25185101"
"74241","33","74XXX","635","","515","","970.8737793","18.45257382","60.33643833"
"74242","33","74XXX","595","","572","","1223.776245","18.4339606","60.33942455"
"74243","33","74XXX","460","","364","","0","18.42805019","60.32531489"
"74250","33","74XXX","309","","266","","1879.699219","18.46426408","60.16810734"
"74291","33","74XXX","664","","558","","358.4229431","18.54962501","60.22696137"
"74292","33","74XXX","774","","684","","584.7953491","18.30502489","60.24617003"
"74293","33","74XXX","751","","639","","1095.46167","18.34896799","60.32002254"
"74294","33","74XXX","412","","370","","540.5405273","18.18673353","60.36700939"
"74295","33","74XXX","276","","249.9999847","","800.000061","18.39584904","60.13878943"
"74296","33","74XXX","143","","129","","","18.64722535","60.31002277"
"74297","33","74XXX","522","","486","","411.522644","18.45240579","60.44350103"
"74330","33","74XXX","1113","","836","","1076.555054","17.70310972","59.96459811"
"74332","33","74XXX","593","","436","","688.0733643","17.68730678","59.95856538"
"74334","33","74XXX","1091","","804","","248.7562256","17.69970526","59.95626225"
"74335","33","74XXX","1793","","1275","","549.0195923","17.69114024","59.95077016"
"74340","33","74XXX","1374","","1072","","839.5522461","17.72587536","59.95169404"
"74341","33","74XXX","371","","227","","440.5286255","17.70310845","59.94783522"
"74345","33","74XXX","821","","558","","1254.480347","17.68047878","59.9419251"
"74350","33","74XXX","1420","","1104","","543.4782715","17.73287002","60.01675432"
"74361","33","74XXX","683","","555","","180.1801758","17.56009318","60.03688666"
"74362","33","74XXX","670","","521","","191.9385834","17.54833529","60.03699098"
"74363","33","74XXX","1114","","868","","345.6221313","17.53118723","60.02749108"
"74364","33","74XXX","1065","","794","","377.8337402","17.56075334","60.02567003"
"74371","33","74XXX","1225","","977.000061","","409.4165649","17.42146296","60.06592631"
"74372","33","74XXX","653","","531","","376.6478271","17.50126933","60.11988054"
"74373","33","74XXX","579","","469","","426.4392395","17.64047873","60.08959066"
"74374","33","74XXX","684","","505","","198.0198059","17.58785435","60.02175281"
"74381","33","74XXX","1592","","1203","","581.8786621","17.52214447","59.959003"
"74382","33","74XXX","1270","","977.000061","","409.4165649","17.53053137","59.96080848"
"74386","33","74XXX","1351","","1077","","371.4020386","17.40800022","59.96178137"
"74387","33","74XXX","459","","401","","748.1296997","17.30467462","60.02495695"
"74391","33","74XXX","1244","","955","","732.984314","17.67303872","59.97638698"
"74392","33","74XXX","206","","181","","0","17.74803149","60.02666867"
"74393","33","74XXX","679","","555","","540.5405273","17.668776","60.03672371"
"74394","33","74XXX","1008","","817","","611.9951172","17.77819989","60.10214129"
"74431","33","74XXX","2043","","1689","","473.6530457","16.85699608","59.93164798"
"74432","33","74XXX","771","","645","","465.116272","16.86249402","59.95113765"
"74450","33","74XXX","775","","670","","1044.776123","16.98106527","59.93473483"
"74451","33","74XXX","778","","623","","642.0545654","16.95974838","59.93171581"
"74491","33","74XXX","900","","747.000061","","133.8688049","16.89512873","59.95962927"
"74492","33","74XXX","455","","397","","503.7783508","16.99960211","60.04025316"
"74493","33","74XXX","486","","432","","462.9629517","16.78924741","60.06109378"
"74495","33","74XXX","1010","","811","","246.6091309","17.01947031","59.89623544"
"74496","33","74XXX","989","","807.000061","","619.5786133","17.17076814","59.87192425"
"74497","33","74XXX","814","","676","","0","17.1859356","59.95944386"
"74530","33","74XXX","1528","","1383","","578.4526367","17.07606714","59.64005564"
"74531","33","74XXX","1178","","1058","","661.6257324","17.07793732","59.63684673"
"74532","33","74XXX","1510","","1283","","623.5385742","17.06942329","59.64486092"
"74533","33","74XXX","1610","","1271","","393.3910217","17.07868373","59.65099414"
"74534","33","74XXX","1235","0","1103","0","997.2801514","17.08486138","59.64367553"
"74536","33","74XXX","1114","","956","","523.0125732","17.06503518","59.63155003"
"74538","33","74XXX","687","","564","","177.3049622","17.06357893","59.62265385"
"74539","33","74XXX","510","","409","","244.4987793","17.07274672","59.64942784"
"74560","33","74XXX","877","","707","","848.656311","17.05727031","59.64512048"
"74561","33","74XXX","1505","","1019","","490.677124","17.05732196","59.64012461"
"74562","33","74XXX","1562","","1322","","302.5718689","17.06368048","59.64168977"
"74563","33","74XXX","1234","","996.999939","","200.6018219","17.05882899","59.63481241"
"74569","33","74XXX","197","","150","","","17.09637832","59.64834347"
"74571","33","74XXX","972","","761","","919.8422852","16.94361391","59.62659032"
"74592","33","74XXX","664","","555","","180.1801758","16.99741194","59.55203029"
"74593","33","74XXX","742","","554","","1444.043335","17.01177107","59.58937362"
"74594","33","74XXX","997","","818","","733.4963379","16.95939843","59.63432097"
"74595","33","74XXX","1160","","971","","514.9330444","16.95751002","59.6867745"
"74596","33","74XXX","1135","","938","","426.4392395","17.12549706","59.69705048"
"74597","33","74XXX","895","","722","","415.5124512","17.18765816","59.58072175"
"74598","33","74XXX","634","","531","","188.3239136","17.13837612","59.55641757"
"74599","33","74XXX","787","","667","","149.9250336","17.3503491","59.48363665"
"74631","33","74XXX","1538","","1268","","236.5930634","17.54509872","59.55511311"
"74632","33","74XXX","1509","","1204","","166.1129608","17.52936376","59.56403432"
"74633","33","74XXX","2516","0","2180","0","458.7156067","17.51913184","59.57095004"
"74634","33","74XXX","1166","","959","","312.8258667","17.49739301","59.57789945"
"74635","33","74XXX","994","","775","","0","17.51075756","59.56576163"
"74636","33","74XXX","884","","749","","267.0227051","17.52075079","59.55748264"
"74637","33","74XXX","1824","","1266","","236.9668274","17.51616179","59.54589119"
"74638","33","74XXX","1030","","799","","625.7822266","17.50394364","59.55877125"
"74639","33","74XXX","1097","","834","","359.7122192","17.49735127","59.56709002"
"74641","33","74XXX","1205","","873.999939","","114.416481","17.48157238","59.57053916"
"74651","33","74XXX","1278","","1053","","94.96675873","17.5345825","59.57376344"
"74652","33","74XXX","819","","662","","604.2296143","17.50690906","59.58282182"
"74691","33","74XXX","1273","","1015.000061","","492.6108093","17.46322232","59.54351712"
"74692","33","74XXX","270","","216","","925.9259033","17.50269135","59.59515953"
